mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
-0.961808795972193,0.203551823419236,-1.37497568424814,-0.958974532900674,-0.569969491022931,1.01,658,trend,GTCA,0.58904,1.01711388095853
-0.372009642516588,0.207490524828113,-0.77699456659412,-0.371227084085234,0.0422197101824224,1.01,391,trend2,GTCA,0.58904,1.01711388095853
129.411733333333,53.8494485519131,61,118,265,1,804,totalN[1],GTCA,0.58904,1.01711388095853
141.68672,53.5545866520784,66,132,274,1,875,totalN[2],GTCA,0.58904,1.01711388095853
131.2256,45.7980304914515,65,124,244,1.01,1027,totalN[3],GTCA,0.58904,1.01711388095853
205.334346666667,68.1382893412053,110,193,374,1,781,totalN[4],GTCA,0.58904,1.01711388095853
112.814106666667,40.5581538374767,62,105,210,1.02,781,totalN[5],GTCA,0.58904,1.01711388095853
121.98848,34.6641604071128,74,116,208,1,1177,totalN[6],GTCA,0.58904,1.01711388095853
88.1569866666667,30.8446404685758,47,82,165,1.01,788,totalN[7],GTCA,0.58904,1.01711388095853
37.8749866666667,23.3399038493335,10,32,98,1.03,450,totalN[8],GTCA,0.58904,1.01711388095853
59.1433333333333,22.6314428855316,28,55,116,1,1252,totalN[9],GTCA,0.58904,1.01711388095853
41.91968,31.9795813063192,10,36,110,1.02,2233,totalN[10],GTCA,0.58904,1.01711388095853
22.37344,11.389773276263,9,20,47,1.02,842,totalN[11],GTCA,0.58904,1.01711388095853
21.27072,8.72568283952764,9,20,43,1,1745,totalN[12],GTCA,0.58904,1.01711388095853
16.6158933333333,6.89683385115326,8,15,34,1,1850,totalN[13],GTCA,0.58904,1.01711388095853
5.19488,4.35914615221888,0,4,16,1,1221,totalN[14],GTCA,0.58904,1.01711388095853
0.0811167421204842,0.0279781313415289,0.0343323617007554,0.0788751748320675,0.141985210802461,1,1065,anndet[1],GTCA,0.58904,1.01711388095853
0.113953934378347,0.0420235352631798,0.0532995498952522,0.105986600239923,0.220877905584019,1,991,anndet[2],GTCA,0.58904,1.01711388095853
0.0788778771181987,0.0265654077365717,0.0381273086865314,0.0752756868915781,0.143232451533914,1.01,1150,anndet[3],GTCA,0.58904,1.01711388095853
0.0942547969609179,0.0291983267607228,0.0478897814012389,0.090272740467034,0.161817747108372,1,870,anndet[4],GTCA,0.58904,1.01711388095853
0.110580397084769,0.0330020808350567,0.0523814258956124,0.108762123861927,0.181350751144435,1.01,951,anndet[5],GTCA,0.58904,1.01711388095853
0.122488361267567,0.0307737397301566,0.0668125326701295,0.121052352495245,0.187565273679665,1,1052,anndet[6],GTCA,0.58904,1.01711388095853
0.0924478379547829,0.0289377929127185,0.042614846714039,0.0904616580742358,0.155821898149746,1.01,1082,anndet[7],GTCA,0.58904,1.01711388095853
0.0683014270388406,0.0319168706184995,0.0161036411938975,0.0667536654801053,0.133792046087513,1.02,651,anndet[8],GTCA,0.58904,1.01711388095853
0.0661733477872565,0.0234880889536717,0.0310062665142793,0.0626767233313024,0.122582041733662,1,1593,anndet[9],GTCA,0.58904,1.01711388095853
0.0940185247087615,0.0504591576225456,0.0285174976611872,0.0855293338775138,0.222084821860473,1.01,3259,anndet[10],GTCA,0.58904,1.01711388095853
0.106429756926278,0.0385591668804273,0.0386256710288556,0.104837581175963,0.188203565976116,1.01,1010,anndet[11],GTCA,0.58904,1.01711388095853
0.107788008955387,0.0398516532714473,0.048270164129814,0.101542321340454,0.20670959546665,1.01,1813,anndet[12],GTCA,0.58904,1.01711388095853
0.122869180099658,0.0437119056473107,0.056607847661244,0.116322575845873,0.230540490817981,1.01,1708,anndet[13],GTCA,0.58904,1.01711388095853
0.0741113297602688,0.0310872432893338,0.0231554985736696,0.071846323380523,0.141593449815974,1,1895,anndet[14],GTCA,0.58904,1.01711388095853
