mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
-1.02078539604207,0.299315297881047,-1.5815624538303,-1.0344454100095,-0.395883376355527,1.01,220,trend,CAEL,0.9344,1.12899733711659
-0.245743798232637,0.302621066989304,-0.833997060500893,-0.246012919302361,0.352404459306218,1.02,124,trend2,CAEL,0.9344,1.12899733711659
328.071520000001,134.918899816928,158,300,676,1.01,481,totalN[1],CAEL,0.9344,1.12899733711659
112.813253333336,69.9032343887408,43,96,289,1.01,499,totalN[2],CAEL,0.9344,1.12899733711659
95.8378133333342,54.7987154301763,31,84,232,1.01,508,totalN[3],CAEL,0.9344,1.12899733711659
339.967679999999,137.725724075374,160,315,684,1.02,478,totalN[4],CAEL,0.9344,1.12899733711659
195.429653333334,72.1320985350499,100,181,377,1.03,740,totalN[5],CAEL,0.9344,1.12899733711659
175.315253333333,83.297359946202,86,156,392.525000000002,1.04,559,totalN[6],CAEL,0.9344,1.12899733711659
82.9028266666669,39.0581793198285,38,75,171.525000000001,1.06,855,totalN[7],CAEL,0.9344,1.12899733711659
30.7001599999997,19.7908128688138,9,26,82,1.03,828,totalN[8],CAEL,0.9344,1.12899733711659
19.9000533333334,15.6277391208694,3,16,62,1.01,1014,totalN[9],CAEL,0.9344,1.12899733711659
72.1133866666685,1291.0829395825,4,34,259,1.18,24217,totalN[10],CAEL,0.9344,1.12899733711659
39.4797600000008,19.7461865008386,17,35,89,1.01,1205,totalN[11],CAEL,0.9344,1.12899733711659
33.5938666666666,16.4461554294503,13,30,74,1,1450,totalN[12],CAEL,0.9344,1.12899733711659
5.55730666666653,6.35240259217905,0,4,22,1,805,totalN[13],CAEL,0.9344,1.12899733711659
10.4874666666667,7.7723192905429,2,8,32,1,1231,totalN[14],CAEL,0.9344,1.12899733711659
0.0893606772633185,0.0308335760969997,0.0388833150120392,0.0859609508720667,0.160387113428935,1.02,861,anndet[1],CAEL,0.9344,1.12899733711659
0.0888452310456724,0.0380174865494898,0.0283656140758404,0.0844910185694437,0.17974883829402,1.01,770,anndet[2],CAEL,0.9344,1.12899733711659
0.0844041558685112,0.0421331454151795,0.0295265404900498,0.0757626795149295,0.199189320212509,1,781,anndet[3],CAEL,0.9344,1.12899733711659
0.0873363867035225,0.0308660739416653,0.0387940548049451,0.0826038903433425,0.163095975063899,1,643,anndet[4],CAEL,0.9344,1.12899733711659
0.110085159761801,0.035511653956191,0.0517793517429172,0.106470830703508,0.191809732591125,1.01,1026,anndet[5],CAEL,0.9344,1.12899733711659
0.0868133179025678,0.0284959068152096,0.0344414897469219,0.0853344162435287,0.145663767106298,1.01,823,anndet[6],CAEL,0.9344,1.12899733711659
0.0928439884800739,0.0354831618659271,0.0388678556073804,0.0876483306020756,0.180145725793585,1,1159,anndet[7],CAEL,0.9344,1.12899733711659
0.0784112009275155,0.0353690068572239,0.0213502490150007,0.0751671626133212,0.157981591031676,1,944,anndet[8],CAEL,0.9344,1.12899733711659
0.0514986352516266,0.0256395991943674,0.0112827825085844,0.0489355536703192,0.108761553543241,1,1056,anndet[9],CAEL,0.9344,1.12899733711659
0.0886803418625069,0.0526402338423491,0.0243172743825677,0.0787491723834042,0.223407760021927,1.01,2750,anndet[10],CAEL,0.9344,1.12899733711659
0.107547866571169,0.0405307694278508,0.0417646100981291,0.103187549376643,0.202610964024323,1,1602,anndet[11],CAEL,0.9344,1.12899733711659
0.111329200560313,0.0495016106786197,0.0476080467865849,0.0999402705896827,0.23942597842868,1,1035,anndet[12],CAEL,0.9344,1.12899733711659
0.0830267489807937,0.0423860793156969,0.0174331261146075,0.0786072361019414,0.177953715768953,1.01,1409,anndet[13],CAEL,0.9344,1.12899733711659
0.0801273511558875,0.0386830402643228,0.0290307405230858,0.0730424636929334,0.179571321531032,1,1628,anndet[14],CAEL,0.9344,1.12899733711659
