mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
0.169190696354949,0.155810920730876,-0.051551207022706,0.102949317415893,0.44400433153097,8.26,20,trend,SNPI,0.181333333333333,0.972503783821655
0.744578625308902,0.370248967596692,0.172243202020446,0.969984932063584,1.07892396267043,26.27,12,trend2,SNPI,0.181333333333333,0.972503783821655
2179.79733333333,850.969498371502,1236.75,2003,4416.15,3.16,7,totalN[1],SNPI,0.181333333333333,0.972503783821655
473.504,56.7103001141542,373.45,469,598.65,1.23,26,totalN[2],SNPI,0.181333333333333,0.972503783821655
765.765333333333,250.357601725078,456.05,701,1236.9,7.99,16,totalN[3],SNPI,0.181333333333333,0.972503783821655
686.597333333333,239.963267004737,382.4,597,1175.3,5.52,26,totalN[4],SNPI,0.181333333333333,0.972503783821655
587.653333333333,64.7323352183157,480.35,583,724.3,1.21,23,totalN[5],SNPI,0.181333333333333,0.972503783821655
667.058666666667,32.6894604894983,612.4,666,737,1.06,49,totalN[6],SNPI,0.181333333333333,0.972503783821655
867.306666666667,91.8429800084203,704.7,864,1079.85,1.5,20,totalN[7],SNPI,0.181333333333333,0.972503783821655
692.581333333333,103.138389836717,511.35,691,942.95,1.1,32,totalN[8],SNPI,0.181333333333333,0.972503783821655
1261.96266666667,245.304555207815,809.25,1252,1787.75,2.45,15,totalN[9],SNPI,0.181333333333333,0.972503783821655
6497.42133333334,84620.5890270323,1.35,199,6871.8,1.1,295,totalN[10],SNPI,0.181333333333333,0.972503783821655
967.792,69.6565634683811,840.05,965,1102.25,1.18,30,totalN[11],SNPI,0.181333333333333,0.972503783821655
1346.56266666667,140.8377178657,1031.15,1349,1616.7,1.38,27,totalN[12],SNPI,0.181333333333333,0.972503783821655
782.936,54.1327459290417,694.35,780,887.3,1,36,totalN[13],SNPI,0.181333333333333,0.972503783821655
691.853333333333,43.6525211470717,616.05,688,786.3,2.16,36,totalN[14],SNPI,0.181333333333333,0.972503783821655
0.0645080486208548,0.0203635007048203,0.02719166850712,0.0630195009387625,0.101839971595405,2.96,9,anndet[1],SNPI,0.181333333333333,0.972503783821655
0.362549995151937,0.0443983897041503,0.281193411927454,0.359093857192112,0.455400672709229,1.24,31,anndet[2],SNPI,0.181333333333333,0.972503783821655
0.20939784335053,0.0634843179521718,0.119333572055781,0.206620106266671,0.323554004691697,6.03,21,anndet[3],SNPI,0.181333333333333,0.972503783821655
0.124779195902355,0.0397369075144502,0.0632772175169815,0.128124208084175,0.205940706057321,3.55,30,anndet[4],SNPI,0.181333333333333,0.972503783821655
0.318244392544919,0.0345692710215535,0.253740125480215,0.3155838304406,0.385517280039045,1.28,25,anndet[5],SNPI,0.181333333333333,0.972503783821655
0.498732466331439,0.023443042112314,0.449085267393792,0.498444202586224,0.540937069979245,1.1,52,anndet[6],SNPI,0.181333333333333,0.972503783821655
0.298088202809015,0.0311741103036118,0.240680042643511,0.296844696396727,0.359904204487151,1.46,29,anndet[7],SNPI,0.181333333333333,0.972503783821655
0.149610568196551,0.0224019409299597,0.110411309662299,0.147216309572433,0.197731471719352,1.14,25,anndet[8],SNPI,0.181333333333333,0.972503783821655
0.096179251103739,0.0185674073228504,0.0638924181662067,0.0938828431561329,0.137721677194508,2.11,21,anndet[9],SNPI,0.181333333333333,0.972503783821655
0.408967368673003,0.239192559922599,0.0497002956898958,0.370161281958155,0.91437114098858,1.35,330,anndet[10],SNPI,0.181333333333333,0.972503783821655
0.371687586722309,0.0262875678628091,0.32658281406815,0.370280488142868,0.426315132098199,1.17,31,anndet[11],SNPI,0.181333333333333,0.972503783821655
0.160937493755122,0.0178848098591892,0.129410618321186,0.159108046689848,0.202736242084217,1.28,30,anndet[12],SNPI,0.181333333333333,0.972503783821655
0.434041088185209,0.027849216140149,0.387839158120245,0.432343025196798,0.484037426589719,1.01,35,anndet[13],SNPI,0.181333333333333,0.972503783821655
0.484031740277481,0.0301844873682534,0.42549669345585,0.485494871973729,0.547426534348642,2.09,46,anndet[14],SNPI,0.181333333333333,0.972503783821655
