mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
-0.0731910972590464,0.0446056861447439,-0.167497715120297,-0.0716420207981448,0.0113586888479427,1.01,824,trend,PETH,0,0.843812921005329
0.000985841119278903,0.0515625307465856,-0.0980948464836814,0.000233272636475818,0.108458443084745,1.02,484,trend2,PETH,0,0.843812921005329
1097.90490666667,106.306376847667,939,1081,1351,1.01,945,totalN[1],PETH,0,0.843812921005329
970.950399999999,74.5076603015547,839,966,1133,1,1472,totalN[2],PETH,0,0.843812921005329
910.27224,73.0228596244341,781,905,1068,1.01,1334,totalN[3],PETH,0,0.843812921005329
940.640293333335,85.3779063229925,799,933,1132.525,1,976,totalN[4],PETH,0,0.843812921005329
1040.33989333333,52.34343602398,950,1036,1156,1,2122,totalN[5],PETH,0,0.843812921005329
895.715360000001,33.2732256166758,836,894,966,1,3617,totalN[6],PETH,0,0.843812921005329
866.239306666667,35.654945514702,802,864,942,1,3508,totalN[7],PETH,0,0.843812921005329
989.920026666667,45.1600468230645,912,986,1088,1,2086,totalN[8],PETH,0,0.843812921005329
825.179146666666,69.3715751410483,685,826,959,1,1240,totalN[9],PETH,0,0.843812921005329
879.794960000001,109.233886865384,674,876,1117,1,4017,totalN[10],PETH,0,0.843812921005329
909.38952,35.5100332277399,845,908,983,1,3241,totalN[11],PETH,0,0.843812921005329
940.89984,46.6260916344655,858,938,1040,1,2698,totalN[12],PETH,0,0.843812921005329
817.768986666667,35.4170738865183,752,816,891,1,3465,totalN[13],PETH,0,0.843812921005329
766.727413333333,48.3690289839991,681,764,869,1,1080,totalN[14],PETH,0,0.843812921005329
818.034800000002,138.747607833762,573,809,1125,1.01,1464,totalN[15],PETH,0,0.843812921005329
0.394185798588319,0.0348403489451573,0.318079267603446,0.3972892779973,0.455040402623989,1.01,1012,anndet[1],PETH,0,0.843812921005329
0.416868919450009,0.0311270525741034,0.355654600655545,0.41692097657525,0.478862676971705,1,1496,anndet[2],PETH,0,0.843812921005329
0.402507717138419,0.0317436486663143,0.340004026222093,0.402651083714675,0.465383359641466,1,1395,anndet[3],PETH,0,0.843812921005329
0.354608230672612,0.0318100308204129,0.290278066243615,0.354929889220748,0.414885462403823,1,969,anndet[4],PETH,0,0.843812921005329
0.487125570500247,0.0242043256298602,0.437269206223815,0.488066897873483,0.532136373168328,1,2178,anndet[5],PETH,0,0.843812921005329
0.574733850888184,0.0208047798279961,0.532914662404622,0.575148749819635,0.614670298975489,1,2981,anndet[6],PETH,0,0.843812921005329
0.568135368169954,0.0229444591978814,0.522076709711765,0.568624447635355,0.612259518301895,1,3637,anndet[7],PETH,0,0.843812921005329
0.515779491072032,0.023192225192095,0.468228894870901,0.516686635595506,0.558644068858149,1,2191,anndet[8],PETH,0,0.843812921005329
0.381398862161486,0.0321876592662769,0.326264746537209,0.37851889811167,0.45372322285955,1.01,1272,anndet[9],PETH,0,0.843812921005329
0.505434598314613,0.0579549679595114,0.386039734185483,0.505537173178416,0.624882938268471,1,3493,anndet[10],PETH,0,0.843812921005329
0.59272395340642,0.0230002109703816,0.547981565912654,0.592720452481574,0.637091125109984,1,3008,anndet[11],PETH,0,0.843812921005329
0.501412805079934,0.0241277143842149,0.453753014944396,0.501438185250566,0.548786252777032,1,2667,anndet[12],PETH,0,0.843812921005329
0.576459111699986,0.0245384020524742,0.529235815201238,0.576210107477891,0.624841149169985,1,2887,anndet[13],PETH,0,0.843812921005329
0.554182300246193,0.034427605729946,0.487962477552078,0.553998547188096,0.621270643507564,1,1145,anndet[14],PETH,0,0.843812921005329
0.505068658207211,0.0579477661620451,0.386182224005852,0.505587943100639,0.622481445900506,1,3303,anndet[15],PETH,0,0.843812921005329
