mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
0.0575092441356701,0.0984719619298064,-0.106037532323911,0.0365738188917304,0.276470253313203,1.71,45,trend,BANA,0,0.849925272461744
0.174126607487986,0.22534767945098,-0.189130609626064,0.192044531336113,0.55554443304109,5.45,16,trend2,BANA,0,0.849925272461744
342.98,29.6377092310329,289.675,341,407.55,1.03,117,totalN[1],BANA,0,0.849925272461744
320.335555555556,33.6101165671809,273.225,316,389.1,1.28,83,totalN[2],BANA,0,0.849925272461744
398.708888888889,44.1371335474193,336.225,392,509.65,1.14,51,totalN[3],BANA,0,0.849925272461744
395.113333333333,30.5640814273333,341,393,463.65,1.1,91,totalN[4],BANA,0,0.849925272461744
589.606666666667,73.6735618751828,498.45,572.5,777.55,1.2,36,totalN[5],BANA,0,0.849925272461744
478.071111111111,33.6516189441163,420.9,473.5,546.775,1.01,75,totalN[6],BANA,0,0.849925272461744
432.515555555556,25.524100629451,394.225,428,490.55,1.01,124,totalN[7],BANA,0,0.849925272461744
584.773333333333,52.1675576936838,505.225,575,705,1.5,61,totalN[8],BANA,0,0.849925272461744
432.462222222222,51.5677567502543,353,426,563.875,1.19,48,totalN[9],BANA,0,0.849925272461744
331.311111111112,221.326626001893,38.125,319.5,798.95,1.37,445,totalN[10],BANA,0,0.849925272461744
397.151111111111,20.0388111421831,365.225,395,447.55,1.02,149,totalN[11],BANA,0,0.849925272461744
446.133333333333,31.4415355207408,395.225,441,516.55,1.05,109,totalN[12],BANA,0,0.849925272461744
378.308888888889,18.1585484813562,349.225,376,417.775,1.03,162,totalN[13],BANA,0,0.849925272461744
334.088888888889,20.5843608572866,299,332,379.775,1.07,127,totalN[14],BANA,0,0.849925272461744
414.208888888889,24.245329467546,375,411,477.1,1.06,176,totalN[15],BANA,0,0.849925272461744
0.511956107401876,0.0423250471739308,0.433342247853167,0.509355873573755,0.591243132790956,1.02,94,anndet[1],BANA,0,0.849925272461744
0.537163697153322,0.049430593433189,0.44217518906988,0.538637749715547,0.626363880355467,1.3,81,anndet[2],BANA,0,0.849925272461744
0.461752350915828,0.0463708652865177,0.356410379157492,0.466275098329689,0.542201749958202,1.1,57,anndet[3],BANA,0,0.849925272461744
0.549694755608093,0.0412388954228699,0.474587480125982,0.55039395322101,0.628466084112774,1.11,79,anndet[4],BANA,0,0.849925272461744
0.45449585427102,0.0520708529217897,0.336720781948361,0.459148513435816,0.533074068096396,1.16,38,anndet[5],BANA,0,0.849925272461744
0.513849585144723,0.036138671564125,0.445867905221743,0.514874042751712,0.581974458372874,1,85,anndet[6],BANA,0,0.849925272461744
0.619746434277905,0.0342922341774689,0.544381067981202,0.620989342394141,0.679126142577156,1.01,122,anndet[7],BANA,0,0.849925272461744
0.501983574449129,0.0425286783545083,0.412763402126789,0.50686355114027,0.573415816520647,1.45,54,anndet[8],BANA,0,0.849925272461744
0.456659589537114,0.0504000608146276,0.347139418485062,0.457991910204006,0.547013128832396,1.17,54,anndet[9],BANA,0,0.849925272461744
0.531767309975412,0.0964581238147935,0.329083212942043,0.536798321347349,0.720924530781438,1.03,315,anndet[10],BANA,0,0.849925272461744
0.638658036421143,0.0311393472984055,0.567071171377258,0.640049769195378,0.695500287368695,1.02,136,anndet[11],BANA,0,0.849925272461744
0.539246823264924,0.0362582339346072,0.47137005863581,0.541062884599298,0.607093922813754,1.04,131,anndet[12],BANA,0,0.849925272461744
0.645324553033229,0.0304001612037017,0.585349694499064,0.647302666662315,0.699072393947019,1.05,170,anndet[13],BANA,0,0.849925272461744
0.587735118620506,0.036139333666012,0.514840818688997,0.589898704858485,0.657956434487015,1.07,171,anndet[14],BANA,0,0.849925272461744
0.63329027824243,0.0362562562055844,0.549176353954035,0.63450699425398,0.69944520002274,1.05,184,anndet[15],BANA,0,0.849925272461744
4.24888888888889,0.932134132557616,3,4,6,1.01,346,"N[1, 1]",BANA,0,0.849925272461744
1.88222222222222,0.913591724540415,1,2,4,1.01,450,"N[2, 1]",BANA,0,0.849925272461744
4.07333333333333,0.997301481493368,3,4,6,1.01,336,"N[3, 1]",BANA,0,0.849925272461744
4.38222222222222,1.05130926727182,3,4,7,1.02,416,"N[4, 1]",BANA,0,0.849925272461744
6.21111111111111,0.970551291510712,5,6,8,1,480,"N[5, 1]",BANA,0,0.849925272461744
3.41111111111111,1.12170769871041,2,3,6,1.01,450,"N[6, 1]",BANA,0,0.849925272461744
4.39111111111111,1.09784608359349,3,4,7,1,450,"N[7, 1]",BANA,0,0.849925272461744
4.53333333333333,1.10677202743505,3,4,7,1,370,"N[8, 1]",BANA,0,0.849925272461744
3.79777777777778,1.15656139004736,2,4,6,1.05,237,"N[9, 1]",BANA,0,0.849925272461744
4.88888888888889,0.937280866082985,4,5,7,1,449,"N[10, 1]",BANA,0,0.849925272461744
3.23111111111111,1.1345597975315,2,3,6,1.01,389,"N[11, 1]",BANA,0,0.849925272461744
5.01111111111111,1.17977050771686,3,5,8,1.02,410,"N[12, 1]",BANA,0,0.849925272461744
2.15555555555556,0.901756651294527,1,2,4,1,390,"N[13, 1]",BANA,0,0.849925272461744
3.19333333333333,1.01676372046394,2,3,5,1.01,450,"N[14, 1]",BANA,0,0.849925272461744
2.54444444444444,0.739606696045565,2,2,4,1,414,"N[15, 1]",BANA,0,0.849925272461744
3.89333333333333,0.901471205350301,3,4,6,1.02,408,"N[16, 1]",BANA,0,0.849925272461744
3.52,1.09292113837153,2,3,6,1,353,"N[17, 1]",BANA,0,0.849925272461744
5.04888888888889,1.13353856388868,3,5,7,1.01,358,"N[18, 1]",BANA,0,0.849925272461744
3.90444444444445,1.13546896908612,2,4,6,1.01,453,"N[19, 1]",BANA,0,0.849925272461744
4.47333333333333,1.08664703640933,3,4,7,1.01,450,"N[20, 1]",BANA,0,0.849925272461744
3.81333333333333,0.885819993076263,3,4,6,1,360,"N[21, 1]",BANA,0,0.849925272461744
5.9,0.875934117993235,5,6,8,1.01,371,"N[22, 1]",BANA,0,0.849925272461744
2.73333333333333,0.880372466225125,2,3,5,1,450,"N[23, 1]",BANA,0,0.849925272461744
4.68666666666667,1.15291824947727,3,5,7,1,335,"N[24, 1]",BANA,0,0.849925272461744
5.53333333333333,1.17319733301036,4,5,8,1.01,298,"N[25, 1]",BANA,0,0.849925272461744
4.45777777777778,1.14407330914537,3,4,7,0.99,382,"N[26, 1]",BANA,0,0.849925272461744
4.10444444444444,1.02539156637355,3,4,6,1,418,"N[27, 1]",BANA,0,0.849925272461744
4.42222222222222,1.09846803402593,3,4,7,1,346,"N[28, 1]",BANA,0,0.849925272461744
5.71111111111111,0.818010575517215,5,6,8,1.01,441,"N[29, 1]",BANA,0,0.849925272461744
3.92,2.15910564673522,0.225000000000001,4,9,1.01,602,"N[30, 1]",BANA,0,0.849925272461744
4.74888888888889,2.2017529179958,1,5,9,1,420,"N[31, 1]",BANA,0,0.849925272461744
4.47555555555556,2.19039770778906,1,4,9.77499999999998,1,450,"N[32, 1]",BANA,0,0.849925272461744
5.46888888888889,1.3481526124548,3,5,8,1,392,"N[33, 1]",BANA,0,0.849925272461744
5.91777777777778,1.27853425419451,4,6,9,0.99,379,"N[34, 1]",BANA,0,0.849925272461744
4.04222222222222,1.01239289381283,3,4,6.77499999999998,1.05,193,"N[35, 1]",BANA,0,0.849925272461744
3.18444444444444,0.973697646680782,2,3,5,1,362,"N[36, 1]",BANA,0,0.849925272461744
1.89333333333333,1.41333137230047,0,2,5,1.01,417,"N[37, 1]",BANA,0,0.849925272461744
4.26444444444445,1.06108646164643,3,4,6.77499999999998,1,332,"N[38, 1]",BANA,0,0.849925272461744
4.22888888888889,1.05465818404682,3,4,7,1,349,"N[39, 1]",BANA,0,0.849925272461744
3.81111111111111,1.19664010368121,2,4,6,1.02,450,"N[40, 1]",BANA,0,0.849925272461744
4.82,2.30831748712798,1,5,10,1,450,"N[41, 1]",BANA,0,0.849925272461744
5.66888888888889,1.17287878419522,4,5,8,1.03,450,"N[42, 1]",BANA,0,0.849925272461744
4.15777777777778,1.08625526801953,3,4,6.77499999999998,1,414,"N[43, 1]",BANA,0,0.849925272461744
3.63777777777778,0.80360792468078,3,3,6,1,515,"N[44, 1]",BANA,0,0.849925272461744
4.01111111111111,0.944971976634544,3,4,6,1.01,366,"N[45, 1]",BANA,0,0.849925272461744
0.871111111111111,0.923010042057065,0,1,3,1,450,"N[46, 1]",BANA,0,0.849925272461744
4.59777777777778,1.18471875359409,3,4,7,1.01,1031,"N[47, 1]",BANA,0,0.849925272461744
5.48222222222222,1.15825475210532,4,5,8,1.03,450,"N[48, 1]",BANA,0,0.849925272461744
5.80444444444445,1.21496891645568,4,6,8,1.01,415,"N[49, 1]",BANA,0,0.849925272461744
3.01777777777778,1.46363322667334,1,3,6,1,732,"N[50, 1]",BANA,0,0.849925272461744
2.77555555555556,0.857731912461602,2,3,5,0.99,411,"N[51, 1]",BANA,0,0.849925272461744
3.31555555555556,0.568652357410238,3,3,5,1.02,450,"N[52, 1]",BANA,0,0.849925272461744
2.58444444444445,0.756988393480635,2,2,4,1.01,450,"N[53, 1]",BANA,0,0.849925272461744
4.11777777777778,0.916026299913457,3,4,6,1.01,342,"N[54, 1]",BANA,0,0.849925272461744
5.35555555555556,1.06274334156795,4,5,8,1.01,414,"N[55, 1]",BANA,0,0.849925272461744
4.18,1.0620189203034,3,4,6,1,450,"N[56, 1]",BANA,0,0.849925272461744
5.25111111111111,1.00402801720956,4,5,7,1.03,356,"N[57, 1]",BANA,0,0.849925272461744
3.00222222222222,0.977472056319731,2,3,5.77499999999998,1,448,"N[58, 1]",BANA,0,0.849925272461744
2.54444444444444,1.07782994794355,1,2,5,1.01,412,"N[59, 1]",BANA,0,0.849925272461744
