"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"trend",0.0907800012669754,0.0499397487813506,-0.0125190898985582,0.0593611072009272,0.0926976698887418,0.12383598983427,0.184525332693187,1.04705592606562,65,1,0.961133333333333
"totalN[1]",286.982133333333,120.479874366855,157,209,255,328,594.024999999998,1.11100546457386,64,0,1
"totalN[2]",242.4022,81.8613967514762,133,186,227,279,442,1.03012782700797,741,0,1
"totalN[3]",257.087833333333,88.8125094831817,148,195,239,296,479,1.05511561250203,108,0,1
"totalN[4]",190.3609,55.8761456793374,122,151,175,216,330,1.00879893793459,505,0,1
"totalN[5]",421.139366666667,113.099564664575,283,350,397,461,726,1.05477031889671,98,0,1
"totalN[6]",519.686066666667,166.514243872136,309,403,481,597,950,1.02298292936373,205,0,1
"totalN[7]",480.8878,128.813001300866,309,395,455,537,792,1.01633544009244,494,0,1
"totalN[8]",687.2831,226.93444985107,403,534,636,778,1293.025,1.05302253547755,87,0,1
"totalN[9]",395.438533333333,143.25312400468,211,292,363,469,749,1.07195364533305,56,0,1
"totalN[10]",613.460166666667,463.244143965004,178,394,538,720,1520,1.01217650760327,927,0,1
"totalN[11]",586.605266666667,214.098616824552,297,432,545,698,1118,1.103099986653,34,0,1
"totalN[12]",704.725266666667,327.139666605836,342,489,639,845,1366,1.11127909054572,80,0,1
"totalN[13]",825.490966666667,340.221102713647,421,595,761,972,1637.025,1.08200541262897,109,0,1
"totalN[14]",758.464,646.54375257838,198,411,622,933,1899,1.19703966333786,64,0,1
"fit",1208.63548595053,50.3219781245632,1104.04733642573,1175.4758662936,1211.11903146244,1244.14191045206,1300.2926706442,1.00547922185794,473,0,1
"fit.new",1171.9958859094,51.5844870292367,1068.98155981541,1137.61377281978,1172.46017333632,1206.91057396146,1272.31415644298,1.00227518750742,1118,0,1
"anndet[1]",0.173201045820185,0.0557657652429913,0.0732141765916021,0.132497098671644,0.172005855423643,0.211040323325455,0.287854489080038,1.02941263389685,105,0,1
"anndet[2]",0.17248429305229,0.0528647719381998,0.0836448352334768,0.13458393484166,0.166984299715084,0.204429722034191,0.291284528020721,1.0037360883029,8732,0,1
"anndet[3]",0.190379359632803,0.0557842728394661,0.0919926380562217,0.149382373367293,0.186426701997772,0.22996088509185,0.302952245011195,1.03437245447981,90,0,1
"anndet[4]",0.292700449859034,0.0742884680863091,0.154157975128878,0.23720206860882,0.296372198372396,0.34430492476768,0.432865134999744,1.00813841716323,444,0,1
"anndet[5]",0.204666303204596,0.0452140717150497,0.1095121265338,0.175875314823367,0.205255086908664,0.234654126455203,0.292931240266486,1.03431393712168,99,0,1
"anndet[6]",0.176303405766726,0.0488152729432978,0.0880268888958489,0.140330575267876,0.174660199293146,0.209878790443632,0.276108805773922,1.01262596570503,211,0,1
"anndet[7]",0.210966269115991,0.0494177312825443,0.119626913812197,0.177516299854639,0.209347242597194,0.242876498245047,0.311640184854378,1.00398727859585,668,0,1
"anndet[8]",0.160396875973295,0.0448171172129363,0.0778106327847303,0.129064285257382,0.158732119539739,0.190005231776374,0.255169368352108,1.0254934264035,129,0,1
"anndet[9]",0.163846358305949,0.0531478571945014,0.0755980842533847,0.122918793327188,0.159728775387403,0.199407590501015,0.279145278460632,1.03745958908083,76,0,1
"anndet[10]",0.448709434158207,0.285309521211989,0.0195568239019095,0.197975882394432,0.425274359104478,0.685435681859213,0.965023440730638,1.0000371382859,30000,0,1
"anndet[11]",0.150708954987292,0.0512256436708697,0.0690695921341418,0.112136075833994,0.143891476560002,0.182895670549981,0.266450232185179,1.08491304247316,36,0,1
"anndet[12]",0.127101256984097,0.0466856496888526,0.0560571800161389,0.0912532927743936,0.12043071979739,0.158207741285629,0.227813302178702,1.04060749898687,74,0,1
"anndet[13]",0.119473146241003,0.04093852670694,0.0528850445499277,0.0885290409264554,0.1139608913122,0.146414553044259,0.20927472975499,1.03554193191199,88,0,1
"anndet[14]",0.0478006643077433,0.0303677220236665,0.0118402650617109,0.0261251377153904,0.0394674233518006,0.0612219525122731,0.131279594070099,1.03969383046628,81,0,1
"deviance",5998.97721260191,111.667538393875,5751.56785150677,5926.78635699399,6016.30791062693,6082.21340601483,6174.42863234737,1.01468077288669,176,0,1
